Id,X,Y,Width,Height
37AZ2,65000,437500,5000,6250
34HN2,255000,456250,5000,6250
37AN2,65000,443750,5000,6250
35AN1,260000,468750,5000,6250
37AN1,60000,443750,5000,6250
34GZ2,245000,450000,5000,6250
34HN1,250000,456250,5000,6250
37BN1,70000,443750,5000,6250
37CN2,65000,431250,5000,6250
37BZ1,70000,437500,5000,6250
35AZ1,260000,462500,5000,6250
37AZ1,60000,437500,5000,6250
37BN2,75000,443750,5000,6250
36HN2,55000,431250,5000,6250
37CN1,60000,431250,5000,6250
36FN2,55000,443750,5000,6250
37CZ1,60000,425000,5000,6250
37EN1,80000,443750,5000,6250
37BZ2,75000,437500,5000,6250
37CZ2,65000,425000,5000,6250
37DZ2,75000,425000,5000,6250
37DZ1,70000,425000,5000,6250
37DN2,75000,431250,5000,6250
37GZ1,80000,425000,5000,6250
37DN1,70000,431250,5000,6250
37FN2,95000,443750,5000,6250
37GN2,85000,431250,5000,6250
37EZ1,80000,437500,5000,6250
37FZ1,90000,437500,5000,6250
37FN1,90000,443750,5000,6250
37EN2,85000,443750,5000,6250
37FZ2,95000,437500,5000,6250
37EZ2,85000,437500,5000,6250
37HZ2,95000,425000,5000,6250
37HZ1,90000,425000,5000,6250
37GZ2,85000,425000,5000,6250
37HN1,90000,431250,5000,6250
38CZ1,100000,425000,5000,6250
37GN1,80000,431250,5000,6250
37HN2,95000,431250,5000,6250
38BZ2,115000,437500,5000,6250
38BN1,110000,443750,5000,6250
38BN2,115000,443750,5000,6250
38AN2,105000,443750,5000,6250
38AZ1,100000,437500,5000,6250
38CN1,100000,431250,5000,6250
38AZ2,105000,437500,5000,6250
38BZ1,110000,437500,5000,6250
38AN1,100000,443750,5000,6250
38CZ2,105000,425000,5000,6250
38CN2,105000,431250,5000,6250
38DZ1,110000,425000,5000,6250
38DN2,115000,431250,5000,6250
38EN2,125000,443750,5000,6250
38EZ2,125000,437500,5000,6250
38DZ2,115000,425000,5000,6250
38EZ1,120000,437500,5000,6250
38EN1,120000,443750,5000,6250
38FZ2,135000,437500,5000,6250
38DN1,110000,431250,5000,6250
38HZ1,130000,425000,5000,6250
38GN2,125000,431250,5000,6250
38FN2,135000,443750,5000,6250
38FZ1,130000,437500,5000,6250
38HN2,135000,431250,5000,6250
38FN1,130000,443750,5000,6250
39AZ1,140000,437500,5000,6250
38GZ2,125000,425000,5000,6250
39AN1,140000,443750,5000,6250
39BN2,155000,443750,5000,6250
38HN1,130000,431250,5000,6250
38GZ1,120000,425000,5000,6250
39AZ2,145000,437500,5000,6250
39BN1,150000,443750,5000,6250
39BZ2,155000,437500,5000,6250
39CZ2,145000,425000,5000,6250
38HZ2,135000,425000,5000,6250
39CN2,145000,431250,5000,6250
38GN1,120000,431250,5000,6250
39EZ1,160000,437500,5000,6250
39AN2,145000,443750,5000,6250
39DN2,155000,431250,5000,6250
39BZ1,150000,437500,5000,6250
39DN1,150000,431250,5000,6250
39DZ1,150000,425000,5000,6250
39CN1,140000,431250,5000,6250
39DZ2,155000,425000,5000,6250
39CZ1,140000,425000,5000,6250
39FN2,175000,443750,5000,6250
39EN1,160000,443750,5000,6250
39EZ2,165000,437500,5000,6250
39EN2,165000,443750,5000,6250
39GN1,160000,431250,5000,6250
39FN1,170000,443750,5000,6250
39HZ1,170000,425000,5000,6250
39FZ2,175000,437500,5000,6250
40AN2,185000,443750,5000,6250
39FZ1,170000,437500,5000,6250
39HN1,170000,431250,5000,6250
40AN1,180000,443750,5000,6250
39GN2,165000,431250,5000,6250
39GZ1,160000,425000,5000,6250
40AZ1,180000,437500,5000,6250
39HN2,175000,431250,5000,6250
39GZ2,165000,425000,5000,6250
40BZ2,195000,437500,5000,6250
39HZ2,175000,425000,5000,6250
40CN1,180000,431250,5000,6250
40BN2,195000,443750,5000,6250
40BN1,190000,443750,5000,6250
40BZ1,190000,437500,5000,6250
40AZ2,185000,437500,5000,6250
40CZ1,180000,425000,5000,6250
40DZ2,195000,425000,5000,6250
40CN2,185000,431250,5000,6250
40DZ1,190000,425000,5000,6250
40DN1,190000,431250,5000,6250
40CZ2,185000,425000,5000,6250
40FN2,215000,443750,5000,6250
40EZ2,205000,437500,5000,6250
40DN2,195000,431250,5000,6250
40EN2,205000,443750,5000,6250
40EN1,200000,443750,5000,6250
40FN1,210000,443750,5000,6250
40EZ1,200000,437500,5000,6250
40GN1,200000,431250,5000,6250
40HN1,210000,431250,5000,6250
40FZ2,215000,437500,5000,6250
40GZ1,200000,425000,5000,6250
40GZ2,205000,425000,5000,6250
41AN1,220000,443750,5000,6250
40GN2,205000,431250,5000,6250
40FZ1,210000,437500,5000,6250
40HZ2,215000,425000,5000,6250
41AZ1,220000,437500,5000,6250
41BZ2,235000,437500,5000,6250
40HN2,215000,431250,5000,6250
41BN1,230000,443750,5000,6250
41BZ1,230000,437500,5000,6250
41AZ2,225000,437500,5000,6250
41DN1,230000,431250,5000,6250
41AN2,225000,443750,5000,6250
41CZ2,225000,425000,5000,6250
41DN2,235000,431250,5000,6250
41CN2,225000,431250,5000,6250
41CN1,220000,431250,5000,6250
41DZ1,230000,425000,5000,6250
41CZ1,220000,425000,5000,6250
41GN1,240000,431250,5000,6250
41FZ1,250000,437500,5000,6250
41EZ1,240000,437500,5000,6250
41EN1,240000,443750,5000,6250
43AZ2,65000,412500,5000,6250
41EN2,245000,443750,5000,6250
41FN1,250000,443750,5000,6250
41EZ2,245000,437500,5000,6250
41BN2,235000,443750,5000,6250
43AZ1,60000,412500,5000,6250
43AN1,60000,418750,5000,6250
43CN1,60000,406250,5000,6250
43DN2,75000,406250,5000,6250
43DN1,70000,406250,5000,6250
43BZ2,75000,412500,5000,6250
43BN1,70000,418750,5000,6250
41GN2,245000,431250,5000,6250
43CZ1,60000,400000,5000,6250
43EN1,80000,418750,5000,6250
43EZ2,85000,412500,5000,6250
41HN1,250000,431250,5000,6250
43EN2,85000,418750,5000,6250
43AN2,65000,418750,5000,6250
43HN2,95000,406250,5000,6250
43CZ2,65000,400000,5000,6250
43EZ1,80000,412500,5000,6250
43BZ1,70000,412500,5000,6250
43BN2,75000,418750,5000,6250
43HN1,90000,406250,5000,6250
43DZ1,70000,400000,5000,6250
43HZ2,95000,400000,5000,6250
43FN1,90000,418750,5000,6250
43FZ1,90000,412500,5000,6250
43DZ2,75000,400000,5000,6250
44AN1,100000,418750,5000,6250
44AN2,105000,418750,5000,6250
43HZ1,90000,400000,5000,6250
44CN1,100000,406250,5000,6250
43CN2,65000,406250,5000,6250
43GN2,85000,406250,5000,6250
43GZ1,80000,400000,5000,6250
43FN2,95000,418750,5000,6250
44AZ2,105000,412500,5000,6250
43GN1,80000,406250,5000,6250
44BN2,115000,418750,5000,6250
44DN2,115000,406250,5000,6250
43GZ2,85000,400000,5000,6250
44BZ2,115000,412500,5000,6250
44BN1,110000,418750,5000,6250
44BZ1,110000,412500,5000,6250
43FZ2,95000,412500,5000,6250
44AZ1,100000,412500,5000,6250
44DN1,110000,406250,5000,6250
44DZ2,115000,400000,5000,6250
44CZ1,100000,400000,5000,6250
44CN2,105000,406250,5000,6250
44DZ1,110000,400000,5000,6250
44EZ2,125000,412500,5000,6250
44CZ2,105000,400000,5000,6250
44EN1,120000,418750,5000,6250
44FN2,135000,418750,5000,6250
44HN2,135000,406250,5000,6250
44FZ2,135000,412500,5000,6250
44GN1,120000,406250,5000,6250
45AN1,140000,418750,5000,6250
44HN1,130000,406250,5000,6250
44GZ1,120000,400000,5000,6250
44HZ1,130000,400000,5000,6250
44FN1,130000,418750,5000,6250
44FZ1,130000,412500,5000,6250
44EZ1,120000,412500,5000,6250
45AN2,145000,418750,5000,6250
44EN2,125000,418750,5000,6250
44GN2,125000,406250,5000,6250
45BZ2,155000,412500,5000,6250
45BN2,155000,418750,5000,6250
45AZ1,140000,412500,5000,6250
45DZ2,155000,400000,5000,6250
45CZ2,145000,400000,5000,6250
45EN2,165000,418750,5000,6250
45AZ2,145000,412500,5000,6250
45EN1,160000,418750,5000,6250
45DZ1,150000,400000,5000,6250
45DN2,155000,406250,5000,6250
45BZ1,150000,412500,5000,6250
45DN1,150000,406250,5000,6250
44GZ2,125000,400000,5000,6250
45FN1,170000,418750,5000,6250
44HZ2,135000,400000,5000,6250
45CZ1,140000,400000,5000,6250
45CN1,140000,406250,5000,6250
45CN2,145000,406250,5000,6250
45EZ2,165000,412500,5000,6250
45GN1,160000,406250,5000,6250
45FZ2,175000,412500,5000,6250
45FZ1,170000,412500,5000,6250
45BN1,150000,418750,5000,6250
45EZ1,160000,412500,5000,6250
45HN1,170000,406250,5000,6250
45FN2,175000,418750,5000,6250
45GN2,165000,406250,5000,6250
45HZ2,175000,400000,5000,6250
46BN2,195000,418750,5000,6250
46AN1,180000,418750,5000,6250
45HZ1,170000,400000,5000,6250
45GZ1,160000,400000,5000,6250
45HN2,175000,406250,5000,6250
46CZ1,180000,400000,5000,6250
45GZ2,165000,400000,5000,6250
46BZ2,195000,412500,5000,6250
46AN2,185000,418750,5000,6250
46CZ2,185000,400000,5000,6250
46DZ2,195000,400000,5000,6250
46BZ1,190000,412500,5000,6250
49AN1,60000,393750,5000,6250
46DZ1,190000,400000,5000,6250
46DN2,195000,406250,5000,6250
46CN2,185000,406250,5000,6250
46EZ1,200000,412500,5000,6250
46BN1,190000,418750,5000,6250
46AZ2,185000,412500,5000,6250
46CN1,180000,406250,5000,6250
46AZ1,180000,412500,5000,6250
46GN2,205000,406250,5000,6250
49AZ1,60000,387500,5000,6250
49BN2,75000,393750,5000,6250
49CN1,60000,381250,5000,6250
49CN2,65000,381250,5000,6250
46GN1,200000,406250,5000,6250
46GZ1,200000,400000,5000,6250
46GZ2,205000,400000,5000,6250
49DN2,75000,381250,5000,6250
49BZ1,70000,387500,5000,6250
49CZ1,60000,375000,5000,6250
49BZ2,75000,387500,5000,6250
46DN1,190000,406250,5000,6250
49DZ1,70000,375000,5000,6250
49BN1,70000,393750,5000,6250
49AZ2,65000,387500,5000,6250
49CZ2,65000,375000,5000,6250
49EZ1,80000,387500,5000,6250
49AN2,65000,393750,5000,6250
49FZ1,90000,387500,5000,6250
49FN2,95000,393750,5000,6250
49HN1,90000,381250,5000,6250
49EN1,80000,393750,5000,6250
49DN1,70000,381250,5000,6250
49EN2,85000,393750,5000,6250
49DZ2,75000,375000,5000,6250
49GN1,80000,381250,5000,6250
49FN1,90000,393750,5000,6250
50CN1,100000,381250,5000,6250
50BZ1,110000,387500,5000,6250
50BN2,115000,393750,5000,6250
49HN2,95000,381250,5000,6250
49EZ2,85000,387500,5000,6250
50AN2,105000,393750,5000,6250
50AZ2,105000,387500,5000,6250
49GN2,85000,381250,5000,6250
50AZ1,100000,387500,5000,6250
50AN1,100000,393750,5000,6250
50BN1,110000,393750,5000,6250
49GZ2,85000,375000,5000,6250
50EZ1,120000,387500,5000,6250
49GZ1,80000,375000,5000,6250
50DN2,115000,381250,5000,6250
50BZ2,115000,387500,5000,6250
50FZ2,135000,387500,5000,6250
50CN2,105000,381250,5000,6250
49FZ2,95000,387500,5000,6250
50DZ1,110000,375000,5000,6250
50GN2,125000,381250,5000,6250
50EN2,125000,393750,5000,6250
50DZ2,115000,375000,5000,6250
50GZ2,125000,375000,5000,6250
50FZ1,130000,387500,5000,6250
50EN1,120000,393750,5000,6250
50FN2,135000,393750,5000,6250
50DN1,110000,381250,5000,6250
51BN1,150000,393750,5000,6250
50GZ1,120000,375000,5000,6250
51AN2,145000,393750,5000,6250
50EZ2,125000,387500,5000,6250
50HN1,130000,381250,5000,6250
50HZ2,135000,375000,5000,6250
50HN2,135000,381250,5000,6250
50FN1,130000,393750,5000,6250
51DN1,150000,381250,5000,6250
51AZ2,145000,387500,5000,6250
51CN2,145000,381250,5000,6250
50GN1,120000,381250,5000,6250
50HZ1,130000,375000,5000,6250
51AZ1,140000,387500,5000,6250
51CN1,140000,381250,5000,6250
51BN2,155000,393750,5000,6250
51CZ1,140000,375000,5000,6250
51DZ2,155000,375000,5000,6250
51AN1,140000,393750,5000,6250
51BZ1,150000,387500,5000,6250
51EN1,160000,393750,5000,6250
51FN1,170000,393750,5000,6250
51DN2,155000,381250,5000,6250
51DZ1,150000,375000,5000,6250
51CZ2,145000,375000,5000,6250
51BZ2,155000,387500,5000,6250
51EZ1,160000,387500,5000,6250
51GN2,165000,381250,5000,6250
51HN2,175000,381250,5000,6250
51EN2,165000,393750,5000,6250
51FZ1,170000,387500,5000,6250
51FN2,175000,393750,5000,6250
51HZ2,175000,375000,5000,6250
51HN1,170000,381250,5000,6250
51EZ2,165000,387500,5000,6250
51GZ2,165000,375000,5000,6250
51GZ1,160000,375000,5000,6250
52BZ1,190000,387500,5000,6250
52AN1,180000,393750,5000,6250
51FZ2,175000,387500,5000,6250
51GN1,160000,381250,5000,6250
52BN2,195000,393750,5000,6250
51HZ1,170000,375000,5000,6250
52BN1,190000,393750,5000,6250
52CN2,185000,381250,5000,6250
52CN1,180000,381250,5000,6250
52AN2,185000,393750,5000,6250
52CZ2,185000,375000,5000,6250
52EN2,205000,393750,5000,6250
52AZ1,180000,387500,5000,6250
52CZ1,180000,375000,5000,6250
52DN2,195000,381250,5000,6250
52GZ1,200000,375000,5000,6250
52DZ2,195000,375000,5000,6250
52EZ1,200000,387500,5000,6250
52GN1,200000,381250,5000,6250
52DN1,190000,381250,5000,6250
52EN1,200000,393750,5000,6250
52AZ2,185000,387500,5000,6250
52DZ1,190000,375000,5000,6250
55AN2,65000,368750,5000,6250
55AN1,60000,368750,5000,6250
52FZ1,210000,387500,5000,6250
52GN2,205000,381250,5000,6250
52HZ1,210000,375000,5000,6250
52BZ2,195000,387500,5000,6250
52EZ2,205000,387500,5000,6250
55AZ1,60000,362500,5000,6250
55BZ1,70000,362500,5000,6250
52GZ2,205000,375000,5000,6250
52FN1,210000,393750,5000,6250
55AZ2,65000,362500,5000,6250
55CN1,60000,356250,5000,6250
57FN2,175000,368750,5000,6250
57BZ1,150000,362500,5000,6250
57EN2,165000,368750,5000,6250
57EN1,160000,368750,5000,6250
55BN1,70000,368750,5000,6250
55EN2,85000,368750,5000,6250
52HN1,210000,381250,5000,6250
57AN1,140000,368750,5000,6250
57AZ2,145000,362500,5000,6250
57BN1,150000,368750,5000,6250
57AN2,145000,368750,5000,6250
57BZ2,155000,362500,5000,6250
57HN2,175000,356250,5000,6250
56FN2,135000,368750,5000,6250
55EN1,80000,368750,5000,6250
57FN1,170000,368750,5000,6250
57EZ1,160000,362500,5000,6250
57HZ1,170000,350000,5000,6250
57AZ1,140000,362500,5000,6250
57BN2,155000,368750,5000,6250
58AZ1,180000,362500,5000,6250
57GN2,165000,356250,5000,6250
58BN2,195000,368750,5000,6250
58DZ2,195000,350000,5000,6250
58AZ2,185000,362500,5000,6250
58AN1,180000,368750,5000,6250
58AN2,185000,368750,5000,6250
58EN2,205000,368750,5000,6250
58DN2,195000,356250,5000,6250
58EN1,200000,368750,5000,6250
58DZ1,190000,350000,5000,6250
57FZ1,170000,362500,5000,6250
58CZ1,180000,350000,5000,6250
57HZ2,175000,350000,5000,6250
58CN2,185000,356250,5000,6250
58BZ1,190000,362500,5000,6250
58BN1,190000,368750,5000,6250
57FZ2,175000,362500,5000,6250
58CZ2,185000,350000,5000,6250
58EZ2,205000,362500,5000,6250
57HN1,170000,356250,5000,6250
58BZ2,195000,362500,5000,6250
58GN1,200000,356250,5000,6250
58GN2,205000,356250,5000,6250
57EZ2,165000,362500,5000,6250
58CN1,180000,356250,5000,6250
64GZ2,45000,406250,5000,6250
58EZ1,200000,362500,5000,6250
58HZ1,210000,350000,5000,6250
58FN1,210000,368750,5000,6250
58GZ2,205000,350000,5000,6250
64GN2,45000,412500,5000,6250
65AN2,25000,400000,5000,6250
64FN2,55000,425000,5000,6250
64FZ1,50000,418750,5000,6250
64EZ2,45000,418750,5000,6250
64EN2,45000,425000,5000,6250
64FZ2,55000,418750,5000,6250
58DN1,190000,356250,5000,6250
64DZ2,35000,406250,5000,6250
58GZ1,200000,350000,5000,6250
64DN2,35000,412500,5000,6250
65AZ1,20000,393750,5000,6250
64HZ1,50000,406250,5000,6250
65BN1,30000,400000,5000,6250
65BZ2,35000,393750,5000,6250
64GN1,40000,412500,5000,6250
64HN1,50000,412500,5000,6250
65BZ1,30000,393750,5000,6250
64FN1,50000,425000,5000,6250
64GZ1,40000,406250,5000,6250
64HZ2,55000,406250,5000,6250
65CZ2,25000,381250,5000,6250
65CN1,20000,387500,5000,6250
65EN2,45000,400000,5000,6250
65CN2,25000,387500,5000,6250
65AZ2,25000,393750,5000,6250
64HN2,55000,412500,5000,6250
65EZ1,40000,393750,5000,6250
65CZ1,20000,381250,5000,6250
65EZ2,45000,393750,5000,6250
65BN2,35000,400000,5000,6250
65DN2,35000,387500,5000,6250
65DZ2,35000,381250,5000,6250
65AN1,20000,400000,5000,6250
65FN2,55000,400000,5000,6250
65FZ1,50000,393750,5000,6250
65DZ1,30000,381250,5000,6250
65FN1,50000,400000,5000,6250
66FN1,10000,375000,5000,6250
65FZ2,55000,393750,5000,6250
65DN1,30000,387500,5000,6250
65GN1,40000,387500,5000,6250
66FZ2,15000,368750,5000,6250
65EN1,40000,400000,5000,6250
65GZ1,40000,381250,5000,6250
65HN2,55000,387500,5000,6250
66FN2,15000,375000,5000,6250
65GZ2,45000,381250,5000,6250
65HZ1,50000,381250,5000,6250
67AZ2,25000,368750,5000,6250
67BN2,35000,375000,5000,6250
65HN1,50000,387500,5000,6250
65GN2,45000,387500,5000,6250
66HN2,15000,362500,5000,6250
67BZ2,35000,368750,5000,6250
67AN1,20000,375000,5000,6250
65HZ2,55000,381250,5000,6250
67BN1,30000,375000,5000,6250
67AZ1,20000,368750,5000,6250
67DN1,30000,362500,5000,6250
66FZ1,10000,368750,5000,6250
67EN1,40000,375000,5000,6250
67BZ1,30000,368750,5000,6250
67DN2,35000,362500,5000,6250
67AN2,25000,375000,5000,6250
67EZ1,40000,368750,5000,6250
67GN2,45000,362500,5000,6250
67EN2,45000,375000,5000,6250
66HN1,10000,362500,5000,6250
68BN2,185000,343750,5000,6250
67FN1,50000,375000,5000,6250
67CN1,20000,362500,5000,6250
67HN2,55000,362500,5000,6250
67FZ2,55000,368750,5000,6250
67FN2,55000,375000,5000,6250
67HZ1,50000,356250,5000,6250
67GN1,40000,362500,5000,6250
67GZ2,45000,356250,5000,6250
68DN1,180000,331250,5000,6250
67GZ1,40000,356250,5000,6250
67CN2,25000,362500,5000,6250
68BN1,180000,343750,5000,6250
67EZ2,45000,368750,5000,6250
68CN2,175000,331250,5000,6250
68BZ1,180000,337500,5000,6250
67FZ1,50000,368750,5000,6250
68DN2,185000,331250,5000,6250
68EZ1,190000,337500,5000,6250
68CZ2,175000,325000,5000,6250
68FN2,205000,343750,5000,6250
67HN1,50000,362500,5000,6250
68EN2,195000,343750,5000,6250
68DZ1,180000,325000,5000,6250
67HZ2,55000,356250,5000,6250
68EN1,190000,343750,5000,6250
68BZ2,185000,337500,5000,6250
68GN2,195000,331250,5000,6250
68GN1,190000,331250,5000,6250
68DZ2,185000,325000,5000,6250
69DN1,180000,306250,5000,6250
68EZ2,195000,337500,5000,6250
69AN2,175000,318750,5000,6250
69BZ1,180000,312500,5000,6250
68GZ2,195000,325000,5000,6250
68GZ1,190000,325000,5000,6250
68FN1,200000,343750,5000,6250
69AN1,170000,318750,5000,6250
69EN1,190000,318750,5000,6250
69AZ1,170000,312500,5000,6250
69AZ2,175000,312500,5000,6250
69EZ1,190000,312500,5000,6250
68HZ1,200000,325000,5000,6250
69BN1,180000,318750,5000,6250
69FN1,200000,318750,5000,6250
69GN2,195000,306250,5000,6250
69GN1,190000,306250,5000,6250
69BN2,185000,318750,5000,6250
69EZ2,195000,312500,5000,6250
69HN1,200000,306250,5000,6250
69BZ2,185000,312500,5000,6250
69DN2,185000,306250,5000,6250
70FZ2,15000,393750,5000,6250
69FZ1,200000,312500,5000,6250
69CN2,175000,306250,5000,6250
69EN2,195000,318750,5000,6250
